SMILES,204_KAM,134_KAC,22_KAJ,80_KAD,154_KAN,296_KAW,92_KAM,140_KAC,260_KAF,192_KAO,220_KAH,310_KAQ,104_KAF,268_KAL,304_KAQ,342_KAI,290_KBA,322_KAK,210_KAF,34_KAS,178_KAA,56_KAS,58_KAF,72_KAI,8_KAI,200_KAR,134_KAH,212_KAL,286_KAM,182_KAD,216_KAN,284_KAJ,148_KAG,340_KAH,314_KAF,222_KAV,140_KAD,168_KAK,22_KAI,156_KAE,216_KAA
N(c1ccc(cc1)OC)(S(=O)(=O)c1ccccc1F)CC(=O)NCCC1=CCCCC1,-5.2,-6.9,-7.5,-6.5,-6.5,-8.6,-5.9,-6.4,-6.8,-8.5,-5.5,-7.5,-7.9,-7.0,-7.0,-6.1,-7.5,-6.3,-8.6,-6.5,-6.7,-6.9,-6.7,-7.0,-6.3,-6.2,-7.6,-6.9,-6.3,-7.7,-7.1,-6.3,-7.9,-6.5,-6.6,-6.6,-6.1,-6.1,-7.6,-6.9,-7.7
Cc1cc(C)c(cc1C(=O)N1C[C@@](F)(C1)c1ccc(cc1)C#N)c1[nH]c(nc1C)C(F)(F)F,-5.8,-7.9,-8.3,-7.1,-6.8,-9.3,-7.6,-7.4,-8.2,-9.7,-6.4,-8.1,-9.3,-8.7,-7.9,-7.3,-8.8,-8.1,-9.1,-6.8,-7.1,-7.9,-8.5,-8.2,-7.9,-6.3,-8.3,-7.0,-7.8,-8.8,-7.8,-6.9,-9.2,-7.2,-8.1,-7.5,-7.2,-7.6,-7.6,-7.1,-9.2
C(=N\[C@@H]1[C@H]2C[C@H]3C[C@@H]1C[C@](C3)(C2)C(=N)O)(\c1cccc(c1)N(C)S(=O)(=O)c1cccc(Cl)c1)/O,-6.2,-8.1,-8.6,-7.5,-7.5,-10.1,-7.7,-7.7,-8.6,-9.8,-6.3,-7.9,-9.0,-8.0,-8.4,-6.7,-9.6,-7.8,-9.1,-7.5,-7.9,-8.2,-8.9,-8.5,-8.1,-7.6,-9.2,-7.7,-8.0,-9.1,-8.5,-7.5,-9.9,-7.8,-8.1,-7.6,-6.9,-7.2,-8.0,-7.9,-9.3
N1(CCN(C(=O)N[C@@H]2Cc3ccccc3C2)CC1)C(C)C,-5.1,-6.5,-6.5,-5.5,-5.8,-8.1,-6.1,-5.8,-6.6,-8.5,-5.6,-7.1,-7.0,-6.5,-6.4,-6.3,-6.7,-6.0,-8.1,-6.2,-5.9,-6.3,-6.8,-6.7,-6.9,-6.8,-6.9,-6.1,-6.3,-7.1,-6.8,-5.6,-7.6,-6.4,-6.6,-6.4,-6.0,-6.5,-6.8,-6.5,-7.1
C(=C\C(=O)c1ccc(cc1)n1ccnc1)\c1cc(c(c(c1)OC)OC)OC,-4.6,-6.9,-6.7,-5.4,-5.2,-7.6,-5.7,-6.0,-6.8,-8.0,-5.4,-6.6,-7.7,-7.0,-6.9,-5.9,-6.9,-5.6,-7.8,-5.8,-6.0,-6.6,-6.7,-6.5,-6.9,-5.6,-6.9,-6.1,-6.1,-7.1,-6.3,-5.4,-7.6,-6.1,-6.5,-6.4,-5.3,-5.9,-6.8,-6.4,-7.5
N1(CC[C@@H](C=C1)NC(=O)c1ccco1)C(=S)Nc1ccc(cc1)OC,-5.1,-6.7,-7.0,-5.9,-6.1,-7.8,-5.9,-6.6,-6.4,-7.7,-6.1,-7.0,-7.2,-6.6,-6.8,-6.2,-7.0,-5.5,-7.8,-6.5,-6.6,-6.8,-6.8,-6.2,-6.9,-6.2,-6.9,-6.2,-6.1,-7.0,-6.5,-5.9,-7.1,-5.9,-6.9,-6.4,-6.1,-6.2,-7.1,-6.5,-7.2
[C@H]1(N(C(=O)[C@@H]2CCCN12)c1ccc(F)cc1)c1cc(c(c(c1)OC)OC)OC,-4.9,-6.1,-6.9,-5.8,-5.5,-7.6,-6.1,-5.8,-6.8,-8.1,-5.7,-6.2,-6.7,-6.8,-6.9,-6.0,-7.1,-5.9,-7.7,-5.9,-6.2,-6.6,-7.4,-6.9,-6.2,-5.0,-7.4,-5.8,-6.3,-7.5,-5.9,-6.0,-7.7,-5.8,-6.2,-6.3,-5.8,-5.9,-6.4,-6.4,-8.3
N1(C(=O)c2ccccc2N[C@H]1c1ccccc1)CCC(=O)OC,-5.1,-6.7,-6.7,-5.8,-5.5,-7.9,-6.2,-6.0,-6.4,-7.7,-5.4,-6.5,-7.2,-7.0,-6.4,-5.8,-7.3,-5.8,-7.5,-5.9,-7.0,-6.9,-6.6,-6.8,-6.5,-6.2,-7.3,-5.9,-6.1,-7.1,-6.3,-5.5,-7.3,-6.1,-6.0,-6.3,-5.7,-5.6,-5.9,-6.5,-7.6
C(=C\1/CCc2ccc(F)cc12)\C(=O)NC1CCCC1,-5.4,-6.5,-6.6,-5.6,-6.0,-7.5,-6.1,-6.2,-6.8,-8.2,-5.6,-7.4,-7.3,-7.0,-6.9,-6.0,-7.5,-5.7,-7.9,-6.2,-6.8,-6.6,-6.5,-6.8,-6.7,-5.8,-7.1,-6.5,-5.7,-7.3,-6.7,-5.5,-8.2,-6.6,-6.2,-6.8,-6.2,-6.1,-6.8,-6.4,-8.1
[C@@H]1(CCN(C1)Cc1cccc(C)n1)CNC(=O)c1cc(no1)CC,-4.9,-6.2,-6.5,-5.2,-6.0,-7.3,-5.7,-6.3,-6.4,-7.8,-6.2,-7.3,-7.2,-6.0,-6.3,-6.3,-7.1,-5.2,-7.2,-5.9,-7.1,-6.1,-6.9,-6.2,-6.5,-6.6,-7.0,-5.9,-5.9,-6.9,-7.0,-5.3,-7.2,-6.0,-5.7,-6.2,-6.5,-5.7,-6.4,-5.9,-6.7
[C@@H]1(NC(=S)NC(=C1C(=O)Nc1ccccc1Cl)C)c1ccc(cc1)OC,-5.8,-6.4,-7.8,-5.9,-5.9,-8.5,-6.4,-6.2,-6.9,-7.9,-5.9,-6.8,-7.5,-7.0,-7.1,-5.5,-7.5,-5.6,-8.6,-6.1,-5.9,-7.2,-7.5,-6.9,-6.4,-5.6,-8.1,-5.6,-6.3,-7.3,-6.7,-5.9,-8.0,-6.3,-6.6,-6.7,-6.6,-6.4,-6.9,-6.3,-7.9
[C@H]1(Oc2ccc(Cl)cc2N(C1=O)CC(=O)NCCc1ccc(Cl)cc1)CC,-5.3,-7.1,-7.7,-5.6,-6.5,-8.1,-6.7,-6.5,-7.2,-8.2,-6.8,-7.4,-7.7,-7.0,-7.2,-6.9,-7.2,-5.9,-7.7,-6.3,-6.7,-7.3,-7.1,-6.8,-7.6,-6.2,-7.3,-7.0,-6.1,-7.4,-6.8,-5.7,-7.8,-6.7,-7.1,-6.7,-6.5,-5.5,-7.2,-6.8,-7.6
c1(nnc(o1)c1ccc2[nH]cnc2c1)CSc1ccccc1,-5.7,-6.8,-7.1,-6.3,-6.4,-8.1,-6.3,-6.5,-6.5,-8.2,-6.1,-7.0,-7.6,-6.9,-7.1,-6.7,-7.0,-6.4,-8.1,-6.4,-6.9,-7.0,-6.9,-6.8,-7.3,-6.7,-6.9,-6.9,-6.4,-7.3,-6.9,-5.8,-7.7,-6.2,-6.8,-6.2,-6.6,-6.4,-7.2,-6.7,-7.7
N(C)(S(=O)(=O)c1ccc2c(c1)C[C@@H](C)N2C(=O)C)CC(=O)Nc1ccc(c(c1)OC)OC,-5.2,-7.6,-7.1,-6.8,-5.9,-8.7,-6.7,-6.9,-7.5,-8.7,-5.9,-7.5,-7.5,-6.5,-7.3,-6.7,-7.1,-5.8,-8.5,-6.7,-6.4,-6.7,-6.8,-7.0,-6.9,-6.1,-7.6,-6.7,-6.1,-7.1,-7.5,-6.4,-7.9,-6.5,-7.5,-6.5,-6.1,-6.8,-7.6,-6.3,-8.2
c1(cc(ccc1O)/C=C/c1cc(C)[nH]n1)OC,-5.5,-5.8,-5.9,-5.4,-5.5,-6.6,-5.5,-6.0,-5.8,-7.0,-5.1,-6.4,-6.7,-5.7,-6.1,-5.8,-6.2,-5.0,-6.9,-5.4,-5.9,-6.0,-5.9,-5.7,-6.7,-6.1,-6.2,-6.5,-5.0,-6.4,-5.9,-5.0,-6.6,-5.4,-5.5,-5.8,-6.1,-5.6,-6.2,-5.7,-6.5
N(c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl)c1cc(C)n[nH]1,-5.4,-7.2,-7.0,-6.1,-6.2,-8.1,-6.5,-6.7,-6.8,-8.1,-6.3,-7.7,-7.2,-6.5,-6.8,-6.9,-6.8,-6.0,-7.5,-6.7,-6.3,-7.2,-7.1,-6.7,-6.9,-5.9,-7.6,-6.5,-6.1,-7.5,-7.8,-6.5,-7.8,-6.6,-6.9,-6.6,-6.6,-6.7,-6.9,-6.7,-7.7
N1(CC[C@H](CC1)c1nnn2cnc3[nH]ccc3c12)Cc1ccncc1,-5.2,-6.8,-7.1,-6.3,-5.8,-8.3,-6.4,-6.2,-7.2,-8.2,-5.9,-7.5,-7.6,-7.5,-7.2,-6.5,-7.6,-5.9,-8.4,-6.5,-6.2,-7.3,-7.2,-7.0,-6.8,-5.6,-8.1,-7.3,-6.6,-7.4,-7.2,-6.5,-8.0,-6.6,-6.9,-6.6,-6.2,-6.2,-6.7,-6.9,-8.1
CN1CC[C@]2(C)c3cc(ccc3C[C@H]1[C@H]2O)O,-5.0,-5.5,-6.7,-5.3,-5.8,-7.1,-5.3,-5.2,-5.9,-7.2,-5.5,-6.3,-6.4,-6.1,-6.6,-6.1,-6.8,-5.1,-7.1,-6.1,-6.7,-6.7,-6.1,-6.2,-5.7,-5.8,-6.4,-6.2,-5.5,-7.0,-6.3,-5.6,-7.0,-5.4,-6.5,-5.7,-5.2,-5.8,-6.2,-5.8,-7.1
C(=O)(N1CCc2ccccc2C21CCNCC2)COC,-4.8,-5.4,-6.7,-5.3,-5.8,-7.1,-6.0,-5.3,-6.0,-7.7,-5.6,-5.5,-7.0,-6.7,-6.5,-5.3,-6.3,-5.5,-7.0,-5.5,-6.3,-6.7,-5.9,-6.3,-6.0,-4.5,-6.6,-5.7,-5.6,-7.5,-6.4,-5.4,-6.7,-5.7,-6.3,-6.0,-5.5,-5.8,-5.7,-6.3,-7.4
c1(ccc2c(c1)C(=O)c1c2c(C)nc2ccccc12)OC,-5.5,-6.2,-7.5,-6.0,-6.2,-7.7,-6.3,-6.4,-6.6,-8.9,-6.4,-6.7,-7.4,-7.0,-7.5,-5.6,-7.4,-6.1,-8.4,-6.7,-6.9,-7.2,-7.3,-7.5,-6.8,-7.5,-7.8,-7.1,-6.1,-7.5,-6.5,-6.0,-8.5,-7.0,-6.6,-6.8,-6.3,-6.6,-7.7,-6.7,-7.7
c1(cc(on1)COc1ccc2ncccc2c1)C(=O)NCCc1cn2ccccc2n1,-6.4,-7.7,-7.7,-6.1,-7.9,-8.6,-6.4,-7.6,-7.4,-8.9,-7.4,-8.3,-8.3,-6.9,-7.7,-7.1,-7.9,-6.8,-8.7,-6.2,-7.8,-7.5,-7.2,-7.4,-8.5,-7.0,-7.9,-7.7,-7.3,-8.5,-8.2,-6.2,-7.7,-6.8,-6.6,-7.1,-8.0,-7.5,-8.5,-6.9,-8.7
N(C(=O)c1cccnc1)(C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)NCc1ccc(cc1)OC,-5.2,-6.9,-8.1,-6.4,-6.4,-9.2,-6.6,-6.0,-7.1,-8.4,-5.6,-7.5,-7.5,-7.8,-7.3,-5.3,-6.9,-6.2,-8.1,-5.8,-6.7,-6.9,-7.3,-7.0,-6.9,-6.3,-7.7,-5.9,-6.1,-7.4,-6.6,-6.0,-8.5,-6.9,-6.1,-7.0,-6.3,-6.1,-7.8,-6.4,-7.4
c1(cccc(c1)Cc1nnc(c2c1CCCC2)O)/C(=N\CCCN1CCOCC1)/O,-5.8,-7.4,-7.4,-6.4,-6.8,-7.6,-6.9,-7.3,-7.4,-9.0,-6.4,-7.9,-8.7,-7.4,-7.7,-6.8,-7.6,-6.7,-8.3,-6.2,-6.8,-7.8,-7.7,-7.2,-7.8,-6.3,-7.9,-7.4,-6.7,-7.9,-7.5,-6.6,-8.7,-6.9,-7.5,-7.3,-6.4,-6.9,-7.8,-7.0,-8.2
N(C(=O)COc1ncnc2ccccc12)CCc1ccc(c(c1)OC)OC,-4.8,-6.8,-5.6,-4.9,-6.8,-6.8,-6.0,-6.4,-6.2,-7.8,-6.5,-6.9,-7.7,-6.2,-6.4,-6.4,-7.0,-5.5,-7.1,-6.2,-7.2,-6.6,-6.6,-6.1,-7.4,-6.2,-6.7,-6.8,-5.0,-6.7,-6.8,-4.9,-7.0,-5.6,-6.8,-6.2,-6.8,-6.7,-7.1,-7.0,-7.6
c1(cc(ccc1C)S(=O)(=O)N1CCCCC1)NC(=O)Cc1c(ccc(c1)OC)OC,-5.4,-7.3,-7.6,-5.5,-6.4,-8.3,-6.7,-6.5,-7.0,-9.1,-5.9,-7.5,-8.1,-7.0,-7.4,-6.6,-7.1,-6.5,-7.8,-6.6,-6.6,-7.1,-7.4,-7.2,-6.9,-6.1,-7.8,-6.7,-6.8,-7.7,-7.2,-6.1,-8.2,-6.4,-7.3,-6.6,-6.6,-6.4,-7.8,-6.7,-8.0
Cc1ccc2c(c1)c(C)cc(=O)n2CCC(=O)O,-5.1,-5.9,-6.1,-5.1,-6.2,-7.1,-5.7,-5.6,-5.8,-7.1,-5.4,-6.8,-6.6,-6.1,-6.3,-5.1,-7.0,-5.3,-6.8,-5.8,-6.1,-6.4,-6.3,-5.8,-5.7,-6.2,-6.3,-5.7,-5.2,-6.3,-6.0,-4.9,-7.4,-5.9,-5.7,-6.0,-6.0,-5.3,-6.2,-6.2,-6.6
Cc1nc(c2c3c(sc2n1)CCC3)NCc1ccco1,-5.1,-6.0,-6.6,-5.6,-5.4,-7.2,-5.9,-5.9,-5.8,-7.8,-5.6,-6.6,-7.0,-5.9,-6.5,-5.6,-6.8,-5.5,-7.4,-5.6,-6.4,-6.3,-6.5,-6.2,-6.8,-6.0,-7.2,-6.1,-5.2,-6.8,-6.0,-5.1,-7.2,-5.8,-5.7,-6.2,-6.2,-5.9,-6.8,-6.0,-7.1
c1(ccc2c(c1)[C@@H]1[C@@H](CCN1C(=O)NC1CCCCC1)[C@@H](N2C)CO)c1cccc(c1)OC,-6.2,-7.6,-8.2,-7.1,-7.5,-9.6,-7.4,-7.6,-8.9,-9.4,-7.0,-7.8,-8.5,-9.0,-8.4,-6.9,-8.7,-6.9,-9.0,-8.2,-6.6,-8.0,-8.1,-8.6,-8.5,-6.0,-8.6,-7.0,-7.8,-7.9,-8.0,-7.4,-9.2,-7.4,-8.1,-7.0,-7.5,-7.5,-8.3,-7.3,-8.6
c1(sc(c(C)c1C(=O)N)Cc1ccccc1)/N=C/c1cccc(c1O)OC,-5.6,-6.7,-7.8,-6.2,-6.0,-7.9,-7.2,-6.3,-6.6,-9.0,-6.5,-7.3,-8.1,-7.1,-7.2,-6.7,-7.7,-6.3,-8.3,-6.4,-6.7,-7.2,-7.1,-7.0,-7.0,-6.8,-7.5,-6.6,-6.2,-7.0,-7.3,-6.1,-7.6,-6.7,-6.8,-6.5,-6.4,-6.9,-7.2,-6.7,-7.5
c1(ccc(cc1)c1cc(c(=O)n(C)c1)c1ccccc1)OCCCN1[C@@H](C)CCC1,-5.8,-7.4,-7.7,-6.3,-6.0,-9.1,-6.4,-7.0,-7.1,-9.4,-6.6,-7.8,-8.1,-7.4,-7.1,-6.7,-7.2,-6.7,-9.0,-6.7,-7.6,-7.1,-7.2,-7.1,-7.0,-6.1,-8.0,-7.2,-6.6,-7.6,-8.0,-6.2,-7.9,-7.3,-6.9,-7.4,-7.1,-6.9,-7.9,-6.7,-8.6
N(C(=O)c1ccc(cc1)N)[C@@H](C)c1ccc2ccccc2c1,-5.8,-7.3,-7.4,-6.2,-6.8,-8.7,-6.7,-6.8,-7.0,-8.7,-6.4,-7.5,-8.4,-8.4,-7.5,-6.6,-7.5,-6.3,-8.8,-6.8,-7.2,-7.2,-7.3,-7.3,-7.6,-7.0,-7.6,-6.6,-7.0,-7.6,-7.8,-6.1,-8.4,-7.0,-7.0,-7.2,-6.8,-6.6,-7.7,-7.3,-8.2
C/C(=C/C(=O)Nc1nccs1)/c1ccc(C)cc1,-5.7,-6.7,-6.6,-5.7,-5.6,-7.3,-6.1,-5.8,-6.6,-7.7,-5.9,-7.0,-7.8,-6.6,-6.6,-5.9,-7.1,-5.3,-7.3,-5.9,-6.6,-6.5,-6.8,-6.3,-6.4,-7.2,-6.6,-6.3,-5.8,-7.1,-6.7,-5.5,-7.6,-5.7,-6.4,-6.4,-5.9,-6.0,-7.0,-6.3,-6.9
c1(c(n(c(=O)[nH]c1=O)Cc1ccccc1)N)N(C(=O)CN1[C@H](C)Cc2ccccc12)C,-5.7,-7.4,-8.1,-6.6,-6.7,-8.8,-7.6,-7.3,-7.5,-9.0,-6.6,-7.9,-8.8,-7.9,-7.7,-6.7,-8.1,-6.4,-8.7,-6.9,-7.4,-7.8,-7.4,-7.7,-7.6,-6.4,-7.9,-7.2,-6.8,-8.2,-8.1,-6.8,-9.0,-7.0,-7.7,-7.5,-6.9,-7.3,-7.8,-7.4,-8.2
Cc1oc(nc1C(=O)N=C(N)N)c1cc(F)cc(F)c1,-5.7,-6.7,-7.0,-5.9,-6.2,-7.7,-6.0,-7.0,-6.8,-8.2,-6.6,-7.4,-7.1,-6.9,-6.9,-6.4,-7.4,-5.7,-7.7,-6.4,-6.5,-6.8,-7.3,-6.5,-6.9,-6.9,-7.5,-6.5,-5.9,-7.3,-6.6,-5.9,-7.4,-6.1,-6.7,-6.7,-6.4,-6.4,-6.9,-7.0,-7.6
C(=O)(n1ccc2cc(ccc12)C=O)c1cc(c(c(c1)OC)OC)OC,-4.5,-5.9,-6.5,-5.2,-5.8,-7.0,-6.1,-5.8,-6.1,-8.0,-5.8,-6.5,-7.6,-6.4,-6.5,-6.5,-6.6,-5.4,-7.6,-5.8,-5.9,-6.2,-6.7,-6.4,-6.2,-6.4,-7.0,-6.2,-5.7,-6.5,-6.4,-5.5,-7.4,-5.9,-6.4,-6.2,-5.5,-5.9,-7.1,-6.1,-7.0
[C@@H]1(OC[C@]2(C)CCC[C@@]31c1cc(c(cc1CC[C@@H]23)C(C)C)O)OC,-5.5,-6.5,-7.3,-6.4,-6.3,-8.2,-7.0,-6.4,-7.5,-8.1,-5.8,-7.1,-8.1,-7.4,-7.0,-5.9,-7.5,-6.3,-8.1,-6.3,-7.2,-7.5,-7.1,-7.5,-6.9,-5.9,-7.6,-6.7,-6.7,-7.7,-6.9,-6.2,-8.7,-6.1,-6.7,-6.4,-6.1,-6.6,-6.4,-6.6,-8.5
[C@H]1(CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@]3(C)C=CC(=O)C(C)(C)[C@H]3C[C@H]([C@@]21C)O)[C@H]1[C@@H](O[C@@H](C1)[C@H]1OC1(C)C)OC(=O)C,-6.0,-7.0,-8.4,-6.4,-6.9,-9.6,-7.3,-7.2,-8.2,-9.3,-6.3,-8.1,-8.4,-8.2,-8.5,-5.8,-8.8,-7.2,-9.2,-6.2,-7.1,-7.1,-6.9,-8.5,-7.5,-5.1,-7.8,-6.8,-7.7,-8.7,-7.7,-7.5,-8.5,-6.5,-7.2,-6.5,-6.7,-7.5,-8.1,-7.4,-9.3
N(c1cccc(c1)S(=O)(=O)C)(C(C)C)Cc1c[nH]cn1,-4.7,-5.5,-5.7,-5.0,-5.3,-6.5,-5.2,-5.4,-5.8,-6.7,-5.1,-6.8,-6.5,-5.6,-6.1,-5.1,-6.3,-5.0,-6.3,-5.1,-5.9,-6.1,-5.7,-5.6,-5.7,-6.0,-6.3,-5.2,-5.3,-6.4,-5.7,-4.8,-7.0,-5.4,-5.6,-5.8,-5.0,-5.4,-5.8,-5.8,-6.5
c1(cc(ccc1O)/C=C/C=O)OC,-5.1,-5.2,-4.7,-4.4,-4.8,-5.2,-4.6,-5.0,-4.5,-5.9,-4.2,-5.2,-5.5,-4.6,-5.3,-4.8,-5.4,-4.2,-5.3,-4.7,-5.3,-4.8,-5.1,-4.4,-5.3,-5.3,-5.1,-5.0,-4.1,-5.2,-5.2,-3.8,-5.4,-4.4,-4.5,-4.7,-4.9,-4.5,-5.0,-4.9,-5.2
N1(CC[C@H](CC1)C(=O)N1CCOCC1)S(=O)(=O)c1ccc(c(c1)Cl)OCC,-4.8,-6.6,-6.9,-6.0,-5.8,-7.9,-6.3,-6.5,-6.6,-8.1,-5.5,-7.3,-7.2,-6.5,-6.6,-6.0,-7.1,-5.7,-7.9,-5.7,-5.9,-6.6,-6.6,-6.4,-6.6,-5.4,-7.0,-6.1,-5.8,-6.8,-7.0,-5.9,-7.2,-6.2,-6.8,-6.4,-5.9,-6.1,-6.3,-6.4,-7.2
Cc1ccc2c(c1)[C@H](CC12CCNCC1)N1CCOCC1,-5.5,-6.6,-7.6,-5.9,-6.4,-8.5,-5.9,-6.3,-7.2,-8.3,-5.8,-6.6,-7.1,-7.3,-7.3,-5.8,-7.4,-6.2,-8.1,-5.9,-6.3,-6.8,-6.9,-7.1,-6.7,-6.0,-7.5,-6.2,-6.0,-7.3,-7.0,-5.9,-8.2,-6.6,-6.4,-6.1,-6.3,-6.3,-6.4,-7.3,-7.4
C(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCCCCCCc1sc2nc(N)[nH]c(=O)c2c1,-5.2,-7.4,-6.6,-6.1,-5.2,-7.3,-6.0,-5.8,-7.7,-7.9,-4.9,-7.2,-8.4,-6.5,-7.2,-6.7,-6.9,-6.7,-7.7,-6.5,-6.9,-7.6,-7.2,-7.5,-7.0,-5.9,-7.1,-7.1,-5.7,-7.9,-7.2,-5.3,-7.6,-6.4,-6.1,-6.9,-6.7,-6.2,-7.8,-6.8,-7.5
[C@@H]1(Cc2c(ncn2Cc2ccccc2)CN1C(=O)[C@@H](c1ccccc1)c1ccccc1)C(=O)O,-5.7,-7.4,-8.0,-6.5,-6.9,-10.2,-7.8,-7.5,-7.9,-9.6,-6.1,-8.0,-8.1,-8.5,-7.5,-6.1,-8.5,-7.0,-8.6,-6.7,-6.5,-7.4,-6.6,-8.0,-8.0,-5.9,-7.8,-6.8,-7.3,-8.9,-7.9,-7.1,-8.4,-7.4,-7.9,-7.4,-7.5,-7.4,-7.2,-6.4,-8.9
N(C)(C(=O)c1ccc(c(c1)N(=O)=O)N1CCOCC1)CC(=O)Nc1ccc(cc1)OC,-5.1,-6.9,-6.8,-5.6,-5.8,-8.2,-6.0,-6.0,-6.7,-8.0,-7.0,-7.0,-7.3,-6.8,-6.5,-6.4,-7.3,-6.2,-7.3,-6.5,-6.6,-6.7,-6.8,-6.6,-7.2,-5.6,-7.3,-6.5,-6.3,-7.5,-7.0,-6.0,-7.5,-5.9,-7.0,-6.0,-6.0,-6.0,-6.8,-6.4,-7.8
c1(c(cc(c2c(=O)c3cc4ccccc4cc3oc12)O)O)N,-6.1,-7.3,-8.0,-6.8,-6.6,-8.1,-6.7,-6.9,-7.5,-9.3,-6.9,-8.0,-8.3,-7.6,-7.9,-7.3,-7.9,-6.6,-9.2,-7.0,-6.9,-8.2,-8.1,-8.1,-7.2,-8.3,-8.3,-7.5,-6.9,-7.8,-7.3,-6.6,-8.6,-6.9,-7.4,-6.9,-6.9,-7.0,-8.0,-7.5,-8.1
c1(nnc(o1)CCc1ccccc1)c1c(C)nc2ccccc2c1,-5.6,-7.7,-7.8,-6.2,-6.5,-8.9,-6.9,-7.0,-7.0,-9.2,-6.5,-7.6,-8.5,-7.9,-7.3,-7.1,-7.6,-6.6,-9.2,-6.8,-7.8,-7.3,-7.7,-7.3,-8.2,-7.3,-8.0,-7.2,-7.0,-7.9,-7.8,-6.1,-8.3,-7.1,-7.0,-7.2,-7.1,-7.0,-7.6,-7.3,-8.3
O=C(Nc1ccc(cc1)N(=O)=O)Nc1nncs1,-4.8,-5.8,-6.2,-5.3,-5.5,-6.5,-5.0,-5.6,-5.7,-7.5,-5.3,-6.8,-6.5,-5.8,-5.7,-6.1,-6.1,-5.0,-6.5,-5.9,-5.9,-5.8,-5.7,-5.6,-6.4,-6.7,-6.3,-5.4,-5.0,-5.9,-6.0,-5.2,-7.7,-5.3,-5.8,-5.6,-5.7,-5.6,-6.6,-6.2,-6.5
Cc1[nH]c2ccc(cc2c1C)C(=O)NCCCN1CCCC1,-5.6,-6.8,-6.1,-5.5,-5.9,-7.1,-5.7,-6.3,-6.4,-7.6,-5.5,-7.2,-7.4,-6.7,-6.5,-6.6,-7.1,-5.9,-7.5,-5.8,-7.0,-6.6,-6.6,-6.4,-7.1,-6.4,-7.1,-6.9,-5.7,-6.9,-6.6,-5.5,-7.2,-6.0,-6.2,-6.6,-6.5,-6.0,-7.5,-6.0,-7.1
Cn1nc(cc1c1cccc(c1)N(=O)=O)c1ccccc1,-5.8,-7.0,-6.7,-6.0,-6.1,-8.0,-6.2,-6.2,-6.4,-8.2,-6.1,-7.3,-7.9,-7.0,-6.6,-6.4,-7.0,-5.8,-8.5,-6.0,-6.4,-6.6,-6.8,-6.6,-6.7,-6.9,-7.2,-6.2,-6.1,-7.3,-6.9,-5.6,-7.8,-6.5,-6.4,-6.7,-6.2,-6.0,-6.8,-6.5,-7.3
n1(c2ccccc2c2c(ncnc12)C1CC1)[C@H]1O[C@@H]([C@H]([C@@H]1O)O)CO,-6.4,-7.0,-7.1,-6.3,-6.4,-7.5,-6.5,-6.2,-6.8,-8.6,-5.9,-6.7,-7.8,-6.9,-7.0,-6.3,-8.0,-6.2,-7.9,-6.1,-6.3,-6.7,-7.0,-7.3,-6.4,-6.4,-7.4,-6.6,-6.3,-7.9,-6.5,-6.0,-8.7,-6.6,-6.4,-6.8,-6.7,-6.3,-7.0,-6.7,-7.2
S(=O)(=O)(N[C@H]1CC[C@@H](C)CC1)CC(=O)NC,-4.2,-5.3,-5.6,-5.1,-4.9,-5.7,-4.4,-4.9,-5.4,-6.5,-5.0,-6.3,-6.1,-5.0,-5.6,-5.4,-5.6,-4.6,-5.9,-4.8,-5.5,-5.5,-5.2,-5.2,-5.0,-5.4,-5.6,-5.2,-4.6,-5.5,-5.3,-4.5,-6.0,-4.8,-5.2,-5.3,-5.3,-4.8,-5.4,-5.5,-5.9
c1(ccc(cc1OC)CON(C)C(=O)c1cccn1C)OCC#C,-4.1,-5.9,-6.0,-4.8,-5.1,-6.4,-5.7,-5.1,-5.8,-7.3,-5.3,-5.9,-6.6,-5.4,-5.9,-5.3,-6.2,-5.1,-6.6,-4.9,-5.6,-6.0,-6.3,-5.7,-5.4,-5.8,-6.4,-5.6,-4.8,-6.3,-5.3,-4.9,-6.6,-5.5,-5.5,-5.8,-4.9,-5.2,-6.5,-5.6,-6.0
C(c1ccc(cc1)C(=O)O)NCc1ccccc1F,-5.6,-6.4,-6.2,-5.1,-6.3,-7.5,-5.5,-6.5,-5.9,-7.9,-6.0,-6.8,-7.4,-6.4,-6.8,-5.9,-6.6,-5.4,-7.0,-5.5,-6.3,-6.7,-6.2,-6.2,-6.7,-6.6,-6.5,-6.0,-5.6,-7.1,-6.7,-4.7,-7.3,-5.4,-5.8,-6.2,-6.1,-5.8,-6.8,-6.5,-7.1
c1(cc(F)c(F)cc1CNc1ccc(cc1)c1ccc(Cl)cc1)c1ccc(nc1)C(=O)NCCC(=O)O,-5.6,-8.1,-7.8,-7.2,-7.5,-9.9,-6.5,-8.0,-8.1,-9.8,-7.6,-8.3,-9.3,-8.7,-7.8,-6.5,-8.5,-6.7,-9.9,-7.2,-7.4,-8.1,-8.7,-8.5,-8.8,-7.4,-8.8,-7.3,-7.9,-7.9,-8.9,-7.0,-8.5,-7.5,-7.9,-7.6,-8.5,-7.7,-9.2,-7.5,-8.9
